Customer,Product,Period,Scenario,Demand
1,3,2,18,101957
1,3,2,19,78672
1,3,2,20,83711
1,3,3,1,180410
1,3,3,2,138418
1,3,3,3,138794
1,3,3,4,164909
1,3,3,5,154293
1,3,3,6,163315
1,3,3,7,104440
1,3,3,8,117248
1,3,3,9,131660
1,3,3,10,132201
1,3,3,11,119709
1,3,3,12,124973
1,3,3,13,172154
1,3,3,14,166833
1,3,3,15,124062
1,3,3,16,161156
1,3,3,17,176340
1,3,3,18,140889
1,3,3,19,117413
1,3,3,20,119050
1,3,4,1,230427
1,3,4,2,206799
1,3,4,3,172293
1,3,4,4,230542
1,3,4,5,203014
1,3,4,6,254104
1,3,4,7,112323
1,3,4,8,124095
1,3,4,9,142341
1,3,4,10,164836
1,3,4,11,145410
1,3,4,12,153409
1,3,4,13,257926
1,3,4,14,248143
1,3,4,15,161633
1,3,4,16,217924
1,3,4,17,249444
1,3,4,18,200803
1,3,4,19,135417
1,3,4,20,143152
1,3,5,1,371696
1,3,5,2,260182
1,3,5,3,213829
1,3,5,4,332532
1,3,5,5,274946
1,3,5,6,350609
1,3,5,7,137150
1,3,5,8,154635
1,3,5,9,187214
1,3,5,10,197633
1,3,5,11,193704
1,3,5,12,211645
1,3,5,13,386463
1,3,5,14,352204
1,3,5,15,206496
1,3,5,16,301852
1,3,5,17,381196
1,3,5,18,290170
1,3,5,19,145757
1,3,5,20,167380
1,3,6,1,422670
1,3,6,2,286772
1,3,6,3,263278
1,3,6,4,405076
1,3,6,5,319375
1,3,6,6,422373
1,3,6,7,122933
1,3,6,8,156326
1,3,6,9,199398
1,3,6,10,217157
1,3,6,11,200594
1,3,6,12,236586
1,3,6,13,483037
1,3,6,14,411175
1,3,6,15,232798
1,3,6,16,339707
1,3,6,17,433390
1,3,6,18,327501
1,3,6,19,158368
1,3,6,20,177058
1,3,7,1,505381
1,3,7,2,304969
1,3,7,3,269921
1,3,7,4,445074
1,3,7,5,377593
1,3,7,6,524739
1,3,7,7,120120
1,3,7,8,165808
1,3,7,9,226029
1,3,7,10,262608
1,3,7,11,194183
1,3,7,12,255911
1,3,7,13,562902
1,3,7,14,484402
1,3,7,15,231911
1,3,7,16,429979
1,3,7,17,564450
1,3,7,18,403364
1,3,7,19,147337
1,3,7,20,160859
1,3,8,1,694176
1,3,8,2,399074
1,3,8,3,326980
1,3,8,4,489195
1,3,8,5,476109
1,3,8,6,647409
1,3,8,7,90636
1,3,8,8,163286
1,3,8,9,236712
1,3,8,10,283727
1,3,8,11,214014
1,3,8,12,266608
1,3,8,13,684584
1,3,8,14,634680
1,3,8,15,260858
1,3,8,16,504533
1,3,8,17,601856
1,3,8,18,443786
1,3,8,19,142015
1,3,8,20,177248
1,3,9,1,699301
1,3,9,2,405125
1,3,9,3,335757
1,3,9,4,612626
1,3,9,5,534551
1,3,9,6,670024
1,3,9,7,54495
1,3,9,8,156818
1,3,9,9,253294
1,3,9,10,311479
1,3,9,11,205782
1,3,9,12,290446
1,3,9,13,850763
1,3,9,14,724319
1,3,9,15,286143
1,3,9,16,560406
1,3,9,17,799185
1,3,9,18,478453
1,3,9,19,122205
1,3,9,20,184639
1,3,10,1,841959
1,3,10,2,485779
1,3,10,3,387126
1,3,10,4,657874
1,3,10,5,560858
1,3,10,6,850123
1,3,10,7,16669
1,3,10,8,118870
1,3,10,9,240722
1,3,10,10,306650
1,3,10,11,203702
1,3,10,12,287952
1,3,10,13,980468
1,3,10,14,799683
1,3,10,15,287820
1,3,10,16,658545
1,3,10,17,837897
1,3,10,18,653182
1,3,10,19,90283
1,3,10,20,154141
1,4,1,1,9114
1,4,1,2,8506
1,4,1,3,8551
1,4,1,4,8973
1,4,1,5,9572
1,4,1,6,8690
1,4,1,7,7934
1,4,1,8,8923
1,4,1,9,8189
1,4,1,10,8505
1,4,1,11,8319
1,4,1,12,9065
1,4,1,13,8768
1,4,1,14,9247
1,4,1,15,9006
1,4,1,16,8382
1,4,1,17,9628
1,4,1,18,8492
1,4,1,19,8036
1,4,1,20,7894
1,4,2,1,17802
1,4,2,2,16499
1,4,2,3,14528
1,4,2,4,17620
1,4,2,5,16965
1,4,2,6,16951
1,4,2,7,12274
1,4,2,8,13588
1,4,2,9,13565
1,4,2,10,13778
1,4,2,11,15053
1,4,2,12,14592
1,4,2,13,18157
1,4,2,14,17974
1,4,2,15,15838
1,4,2,16,16344
1,4,2,17,18305
1,4,2,18,15079
1,4,2,19,12644
1,4,2,20,13964
1,4,3,1,25595
1,4,3,2,21330
1,4,3,3,22238
1,4,3,4,23477
1,4,3,5,22557
1,4,3,6,25843
1,4,3,7,16573
1,4,3,8,17087
1,4,3,9,19049
1,4,3,10,19831
1,4,3,11,18339
1,4,3,12,20420
1,4,3,13,27976
1,4,3,14,25585
1,4,3,15,20617
1,4,3,16,23738
1,4,3,17,26256
1,4,3,18,24619
1,4,3,19,18115
1,4,3,20,18743
1,4,4,1,41229
1,4,4,2,33493
1,4,4,3,31950
1,4,4,4,37899
1,4,4,5,34986
1,4,4,6,39239
1,4,4,7,19642
1,4,4,8,23654
1,4,4,9,26367
1,4,4,10,28552
1,4,4,11,25431
1,4,4,12,27910
1,4,4,13,41846
1,4,4,14,37845
1,4,4,15,25096
1,4,4,16,35042
1,4,4,17,43446
1,4,4,18,33023
1,4,4,19,22479
1,4,4,20,22826
1,4,5,1,49441
1,4,5,2,35921
1,4,5,3,35995
1,4,5,4,43037
1,4,5,5,41730
1,4,5,6,51805
1,4,5,7,19467
1,4,5,8,26639
1,4,5,9,27332
1,4,5,10,32282
1,4,5,11,26753
1,4,5,12,27827
1,4,5,13,55605
1,4,5,14,53270
1,4,5,15,31219
1,4,5,16,40919
1,4,5,17,54806
1,4,5,18,43785
1,4,5,19,24109
1,4,5,20,24699
1,4,6,1,61720
1,4,6,2,45707
1,4,6,3,37305
1,4,6,4,59483
1,4,6,5,53834
1,4,6,6,61977
1,4,6,7,19343
1,4,6,8,26180
1,4,6,9,33133
1,4,6,10,36077
1,4,6,11,28691
1,4,6,12,31234
1,4,6,13,71883
1,4,6,14,67825
1,4,6,15,36022
1,4,6,16,51283
1,4,6,17,63629
1,4,6,18,51762
1,4,6,19,25041
1,4,6,20,29509
1,4,7,1,72538
1,4,7,2,51636
1,4,7,3,43828
1,4,7,4,74111
1,4,7,5,58172
1,4,7,6,73417
1,4,7,7,17016
1,4,7,8,24054
1,4,7,9,32905
1,4,7,10,40718
1,4,7,11,31827
1,4,7,12,40717
1,4,7,13,91891
1,4,7,14,78716
1,4,7,15,40197
1,4,7,16,62249
1,4,7,17,89601
1,4,7,18,63360
1,4,7,19,24574
1,4,7,20,28756
1,4,8,1,100973
1,4,8,2,58001
1,4,8,3,49559
1,4,8,4,83191
1,4,8,5,78870
1,4,8,6,82105
1,4,8,7,13975
1,4,8,8,25516
1,4,8,9,35893
1,4,8,10,41067
1,4,8,11,31078
1,4,8,12,41248
1,4,8,13,116188
1,4,8,14,92733
1,4,8,15,40425
1,4,8,16,75062
1,4,8,17,108055
1,4,8,18,72009
1,4,8,19,21159
1,4,8,20,28618
1,4,9,1,112057
1,4,9,2,62450
1,4,9,3,48392
1,4,9,4,98511
1,4,9,5,81656
1,4,9,6,94799
1,4,9,7,9078
1,4,9,8,21385
1,4,9,9,37043
1,4,9,10,43736
1,4,9,11,30823
1,4,9,12,45761
1,4,9,13,129397
1,4,9,14,111293
1,4,9,15,42964
1,4,9,16,97452
1,4,9,17,123996
1,4,9,18,81026
1,4,9,19,18635
1,4,9,20,24640
1,4,10,1,136063
1,4,10,2,76043
1,4,10,3,58950
1,4,10,4,105512
1,4,10,5,85328
1,4,10,6,115036
1,4,10,7,2461
1,4,10,8,17880
1,4,10,9,34382
1,4,10,10,46317
1,4,10,11,30078
1,4,10,12,44706
1,4,10,13,146656
1,4,10,14,132232
1,4,10,15,47102
1,4,10,16,100705
1,4,10,17,149518
1,4,10,18,95228
1,4,10,19,14336
1,4,10,20,23870
2,1,1,1,1652
2,1,1,2,1649
2,1,1,3,1469
2,1,1,4,2074
2,1,1,5,1542
2,1,1,6,1997
2,1,1,7,1794
2,1,1,8,1829
2,1,1,9,2002
2,1,1,10,1943
2,1,1,11,1559
2,1,1,12,1563
2,1,1,13,2354
2,1,1,14,2022
2,1,1,15,1448
2,1,1,16,1785
2,1,1,17,1891
2,1,1,18,2238
2,1,1,19,1849
2,1,1,20,1447
2,1,2,1,3941
2,1,2,2,4971
2,1,2,3,4575
2,1,2,4,4928
2,1,2,5,4895
2,1,2,6,4711
2,1,2,7,2951
2,1,2,8,2982
2,1,2,9,3845
2,1,2,10,4559
2,1,2,11,3418
2,1,2,12,3188
2,1,2,13,4215
2,1,2,14,4163
2,1,2,15,3344
2,1,2,16,3644
2,1,2,17,4027
2,1,2,18,4291
2,1,2,19,3928
2,1,2,20,3590
2,1,3,1,6344
2,1,3,2,4669
2,1,3,3,5748
2,1,3,4,6591
2,1,3,5,5169
2,1,3,6,6855
2,1,3,7,3260
2,1,3,8,4889
2,1,3,9,4667
2,1,3,10,4366
2,1,3,11,4085
2,1,3,12,5053
2,1,3,13,5622
2,1,3,14,7635
2,1,3,15,5283
2,1,3,16,6504
2,1,3,17,6428
2,1,3,18,5680
2,1,3,19,3734
2,1,3,20,3884
2,1,4,1,14220
2,1,4,2,9565
2,1,4,3,9589
2,1,4,4,11097
2,1,4,5,8753
2,1,4,6,12829
2,1,4,7,6837
2,1,4,8,5423
2,1,4,9,7359
2,1,4,10,7181
2,1,4,11,5959
2,1,4,12,8731
2,1,4,13,14383
2,1,4,14,9556
2,1,4,15,9147
2,1,4,16,11698
2,1,4,17,12410
2,1,4,18,8938
2,1,4,19,6753
2,1,4,20,5459
2,1,5,1,16669
2,1,5,2,10096
2,1,5,3,8442
2,1,5,4,11790
2,1,5,5,13445
2,1,5,6,16158
2,1,5,7,5571
2,1,5,8,7479
2,1,5,9,7708
2,1,5,10,9015
2,1,5,11,7000
2,1,5,12,7780
2,1,5,13,16300
2,1,5,14,17161
2,1,5,15,7961
2,1,5,16,12543
2,1,5,17,15473
2,1,5,18,12274
2,1,5,19,7208
2,1,5,20,7695
2,1,6,1,16705
2,1,6,2,11557
2,1,6,3,11448
2,1,6,4,13593
2,1,6,5,15314
2,1,6,6,17365
2,1,6,7,6018
2,1,6,8,6174
2,1,6,9,9171
2,1,6,10,7687
2,1,6,11,7455
2,1,6,12,10066
2,1,6,13,21525
2,1,6,14,16265
2,1,6,15,7663
2,1,6,16,16486
2,1,6,17,21177
2,1,6,18,15845
2,1,6,19,5116
2,1,6,20,8081
2,1,7,1,23266
2,1,7,2,13012
2,1,7,3,12645
2,1,7,4,16420
2,1,7,5,16473
2,1,7,6,24275
2,1,7,7,4228
2,1,7,8,6971
2,1,7,9,10289
2,1,7,10,12497
2,1,7,11,9645
2,1,7,12,10356
2,1,7,13,28706
2,1,7,14,26207
2,1,7,15,9372
2,1,7,16,21260
2,1,7,17,28637
2,1,7,18,16147
2,1,7,19,7321
2,1,7,20,8204
2,1,8,1,23919
2,1,8,2,18960
2,1,8,3,12099
2,1,8,4,18536
2,1,8,5,19635
2,1,8,6,20945
2,1,8,7,4335
2,1,8,8,7440
2,1,8,9,10421
2,1,8,10,9778
2,1,8,11,10325
2,1,8,12,11659
2,1,8,13,30698
2,1,8,14,22574
2,1,8,15,10911
2,1,8,16,18059
2,1,8,17,29501
2,1,8,18,22697
2,1,8,19,6158
2,1,8,20,8100
2,1,9,1,38028
2,1,9,2,15881
2,1,9,3,14466
2,1,9,4,22369
2,1,9,5,24699
2,1,9,6,34761
2,1,9,7,2075
2,1,9,8,6219
2,1,9,9,8278
2,1,9,10,14848
2,1,9,11,8925
2,1,9,12,13131
2,1,9,13,30346
2,1,9,14,25057
2,1,9,15,9860
2,1,9,16,24616
2,1,9,17,36929
2,1,9,18,21270
2,1,9,19,4960
2,1,9,20,6695
2,1,10,1,34056
2,1,10,2,19280
2,1,10,3,14509
2,1,10,4,24795
2,1,10,5,23204
2,1,10,6,36917
2,1,10,7,678
2,1,10,8,5334
2,1,10,9,10100
2,1,10,10,12608
2,1,10,11,9492
2,1,10,12,11890
2,1,10,13,43940
2,1,10,14,32317
2,1,10,15,10647
2,1,10,16,31826
2,1,10,17,39168
2,1,10,18,28323
2,1,10,19,3416
2,1,10,20,7585
2,2,1,1,2475
2,2,1,2,2495
2,2,1,3,1896
2,2,1,4,2732
2,2,1,5,2627
2,2,1,6,2578
2,2,1,7,2366
2,2,1,8,1700
2,2,1,9,2311
2,2,1,10,1785
2,2,1,11,2190
2,2,1,12,2382
2,2,1,13,2381
2,2,1,14,1984
2,2,1,15,1834
2,2,1,16,2461
2,2,1,17,2600
2,2,1,18,2148
2,2,1,19,1804
2,2,1,20,1902
2,2,2,1,5083
2,2,2,2,4030
2,2,2,3,3476
2,2,2,4,4630
2,2,2,5,3895
2,2,2,6,4802
2,2,2,7,2729
2,2,2,8,4051
2,2,2,9,4318
2,2,2,10,3547
2,2,2,11,4262
2,2,2,12,4407
2,2,2,13,5431
2,2,2,14,4123
2,2,2,15,3292
2,2,2,16,4682
2,2,2,17,4890
2,2,2,18,4353
2,2,2,19,4006
2,2,2,20,3036
2,2,3,1,7661
2,2,3,2,5306
2,2,3,3,5389
2,2,3,4,6904
2,2,3,5,6620
2,2,3,6,7080
2,2,3,7,3909
2,2,3,8,3578
2,2,3,9,5561
2,2,3,10,5166
2,2,3,11,5032
2,2,3,12,5473
2,2,3,13,8338
2,2,3,14,7354
2,2,3,15,4216
2,2,3,16,4897
2,2,3,17,7852
2,2,3,18,6063
2,2,3,19,4897
2,2,3,20,5109
2,2,4,1,10180
2,2,4,2,6484
2,2,4,3,5991
2,2,4,4,8977
2,2,4,5,7136
2,2,4,6,10109
2,2,4,7,4559
2,2,4,8,5618
2,2,4,9,5903
2,2,4,10,5573
2,2,4,11,6242
2,2,4,12,6613
2,2,4,13,8795
2,2,4,14,8453
2,2,4,15,5716
2,2,4,16,7884
2,2,4,17,9249
2,2,4,18,8922
2,2,4,19,4159
2,2,4,20,5605
2,2,5,1,9382
2,2,5,2,9539
2,2,5,3,8396
2,2,5,4,10942
2,2,5,5,7505
2,2,5,6,13102
2,2,5,7,4499
2,2,5,8,5100
2,2,5,9,6821
2,2,5,10,6690
2,2,5,11,6375
2,2,5,12,7925
2,2,5,13,13666
2,2,5,14,10890
2,2,5,15,6347
2,2,5,16,9690
2,2,5,17,11522
2,2,5,18,10839
2,2,5,19,4943
2,2,5,20,4698
2,2,6,1,18033
2,2,6,2,10946
2,2,6,3,8640
2,2,6,4,16040
2,2,6,5,13863
2,2,6,6,16440
2,2,6,7,4460
2,2,6,8,7184
2,2,6,9,9123
2,2,6,10,8041
2,2,6,11,8212
2,2,6,12,8029
2,2,6,13,15904
2,2,6,14,13393
2,2,6,15,8810
2,2,6,16,15597
2,2,6,17,17903
2,2,6,18,11154
2,2,6,19,5319
2,2,6,20,5625
2,2,7,1,17717
2,2,7,2,10698
2,2,7,3,8627
2,2,7,4,18221
2,2,7,5,12364
2,2,7,6,15522
2,2,7,7,3386
2,2,7,8,5926
2,2,7,9,8316
2,2,7,10,9139
2,2,7,11,7600
2,2,7,12,8196
2,2,7,13,19350
2,2,7,14,15041
2,2,7,15,7308
2,2,7,16,13805
2,2,7,17,17729
2,2,7,18,15763
2,2,7,19,4393
2,2,7,20,6731
2,2,8,1,26996
2,2,8,2,11958
2,2,8,3,12153
2,2,8,4,21120
2,2,8,5,17025
2,2,8,6,17124
2,2,8,7,2642
2,2,8,8,5777
2,2,8,9,8927
2,2,8,10,9815
2,2,8,11,7024
2,2,8,12,8471
2,2,8,13,25838
2,2,8,14,21240
2,2,8,15,10881
2,2,8,16,19383
2,2,8,17,28534
2,2,8,18,19029
2,2,8,19,5596
2,2,8,20,6473
2,2,9,1,25629
2,2,9,2,17941
2,2,9,3,13824
2,2,9,4,20732
2,2,9,5,18659
2,2,9,6,20850
2,2,9,7,2384
2,2,9,8,4855
2,2,9,9,8377
2,2,9,10,11770
2,2,9,11,7314
2,2,9,12,9064
2,2,9,13,34180
2,2,9,14,27216
2,2,9,15,10256
2,2,9,16,24622
2,2,9,17,31169
2,2,9,18,18615
2,2,9,19,5092
2,2,9,20,6723
2,2,10,1,37464
2,2,10,2,16552
2,2,10,3,14441
2,2,10,4,24403
2,2,10,5,18898
2,2,10,6,35628
2,2,10,7,678
2,2,10,8,5095
2,2,10,9,9506
2,2,10,10,10608
2,2,10,11,8869
2,2,10,12,11270
2,2,10,13,34193
2,2,10,14,34939
2,2,10,15,10754
2,2,10,16,22397
2,2,10,17,35958
2,2,10,18,22684
2,2,10,19,3557
2,2,10,20,5245
2,3,1,1,13817
2,3,1,2,11145
2,3,1,3,14109
2,3,1,4,10941
2,3,1,5,11114
2,3,1,6,14846
2,3,1,7,12871
2,3,1,8,9919
2,3,1,9,12149
2,3,1,10,13935
2,3,1,11,9664
2,3,1,12,11488
2,3,1,13,12844
2,3,1,14,12342
2,3,1,15,12318
2,3,1,16,13504
2,3,1,17,11006
2,3,1,18,11796
2,3,1,19,12472
2,3,1,20,12879
2,3,2,1,30643
2,3,2,2,25221
2,3,2,3,19101
2,3,2,4,23456
2,3,2,5,27940
2,3,2,6,21109
2,3,2,7,14621
2,3,2,8,21112
2,3,2,9,23965
2,3,2,10,20481
2,3,2,11,18686
2,3,2,12,23360
2,3,2,13,21722
2,3,2,14,29877
2,3,2,15,18739
2,3,2,16,23928
2,3,2,17,26950
2,3,2,18,20614
2,3,2,19,22323
2,3,2,20,20585
2,3,3,1,42660
2,3,3,2,26639
2,3,3,3,32018
2,3,3,4,40473
2,3,3,5,29920
2,3,3,6,34115
2,3,3,7,22123
2,3,3,8,23430
2,3,3,9,29250
2,3,3,10,24498
2,3,3,11,24240
2,3,3,12,31706
2,3,3,13,45793
2,3,3,14,44650
2,3,3,15,23366
2,3,3,16,31681
2,3,3,17,42265
2,3,3,18,32637
2,3,3,19,26373
2,3,3,20,23001
2,3,4,1,43217
2,3,4,2,44682
2,3,4,3,38979
2,3,4,4,37763
2,3,4,5,45538
2,3,4,6,45449
2,3,4,7,26483
2,3,4,8,23230
2,3,4,9,34552
